"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2853","TC_SEARCH_005: Verify search with full uppercase","chromium","Fri Jul 18 18:41:47 GMT 2025","passed","Fri Jul 18 18:41:50 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","6675","Login with username in lowercase","chromium","Fri Jul 18 18:39:50 GMT 2025","failed","Fri Jul 18 18:39:57 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","6734","Login with username having whitespace at the end","chromium","Fri Jul 18 18:38:20 GMT 2025","failed","Fri Jul 18 18:38:27 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","3891","TC_SEARCH_022: Verify search by Sub Unit","chromium","Fri Jul 18 18:47:35 GMT 2025","passed","Fri Jul 18 18:47:39 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","1731","Login with empty password","chromium","Fri Jul 18 18:37:55 GMT 2025","passed","Fri Jul 18 18:37:57 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","8681","TC_SEARCH_018: Verify search with a non-existing Supervisor name","chromium","Fri Jul 18 18:44:52 GMT 2025","failed","Fri Jul 18 18:45:01 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2891","TC_SEARCH_009: Verify search with numbers","chromium","Fri Jul 18 18:41:58 GMT 2025","passed","Fri Jul 18 18:42:01 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2904","TC_SEARCH_008: Verify search with special characters","chromium","Fri Jul 18 18:41:55 GMT 2025","passed","Fri Jul 18 18:41:58 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2668","Login with mixed case password","chromium","Fri Jul 18 18:40:22 GMT 2025","passed","Fri Jul 18 18:40:25 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","5054","Multiple failed login attempts","chromium","Fri Jul 18 18:41:18 GMT 2025","passed","Fri Jul 18 18:41:24 GMT 2025","Verify the user login with multiple attempts","e2e-login.spec.ts","",""
