"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2004","Login with password in Arabic","chromium","Fri Jul 18 05:42:24 GMT 2025","passed","Fri Jul 18 05:42:26 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","2076","Login with password having emojis","chromium","Fri Jul 18 05:43:00 GMT 2025","passed","Fri Jul 18 05:43:02 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","1616","Login with username having XSS attack","chromium","Fri Jul 18 05:42:30 GMT 2025","passed","Fri Jul 18 05:42:32 GMT 2025","Verify the user login with XSS attack","e2e-login.spec.ts","",""
"","1639","Login with password in lowercase","chromium","Fri Jul 18 05:42:18 GMT 2025","passed","Fri Jul 18 05:42:19 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1710","Login with username having emojis","chromium","Fri Jul 18 05:42:58 GMT 2025","passed","Fri Jul 18 05:43:00 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","1896","Login with password in uppercase","chromium","Fri Jul 18 05:41:53 GMT 2025","passed","Fri Jul 18 05:41:55 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","2028","Login with an invalid password","chromium","Fri Jul 18 05:40:05 GMT 2025","passed","Fri Jul 18 05:40:07 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","1578","Login with username having SQL injection","chromium","Fri Jul 18 05:42:26 GMT 2025","passed","Fri Jul 18 05:42:28 GMT 2025","Verify the user login with SQL injection","e2e-login.spec.ts","",""
"","6054","Login with mixed case username","chromium","Fri Jul 18 05:41:26 GMT 2025","failed","Fri Jul 18 05:41:32 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","3612","Multiple failed login attempts","chromium","Fri Jul 18 05:43:02 GMT 2025","passed","Fri Jul 18 05:43:06 GMT 2025","Verify the user login with multiple attempts","e2e-login.spec.ts","",""
"","1620","Login with username with first letter uppercase","chromium","Fri Jul 18 05:41:09 GMT 2025","passed","Fri Jul 18 05:41:11 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1691","Login with username at max length","chromium","Fri Jul 18 05:40:42 GMT 2025","passed","Fri Jul 18 05:40:44 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1500","Login with valid password having special characters","chromium","Fri Jul 18 05:40:12 GMT 2025","passed","Fri Jul 18 05:40:14 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","1595","Login with username in Arabic","chromium","Fri Jul 18 05:42:23 GMT 2025","passed","Fri Jul 18 05:42:24 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
