"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1777","Login with username in Arabic","chromium","Thu Jul 17 16:38:11 GMT 2025","passed","Thu Jul 17 16:38:13 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","2125","Login with password at min length","chromium","Thu Jul 17 16:36:32 GMT 2025","passed","Thu Jul 17 16:36:34 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1928","Login with username having whitespace at the beginning","chromium","Thu Jul 17 16:36:20 GMT 2025","passed","Thu Jul 17 16:36:22 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1784","Login with valid password having special characters","chromium","Thu Jul 17 16:35:55 GMT 2025","passed","Thu Jul 17 16:35:57 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","2044","Login with password having whitespace at the end","chromium","Thu Jul 17 16:36:22 GMT 2025","passed","Thu Jul 17 16:36:24 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","6208","Login with mixed case username","chromium","Thu Jul 17 16:37:11 GMT 2025","failed","Thu Jul 17 16:37:18 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","2251","Login with password in uppercase","chromium","Thu Jul 17 16:37:40 GMT 2025","passed","Thu Jul 17 16:37:42 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1757","Login with username having XSS attack","chromium","Thu Jul 17 16:38:19 GMT 2025","passed","Thu Jul 17 16:38:21 GMT 2025","Verify the user login with XSS attack","e2e-login.spec.ts","",""
"","2132","Login with an invalid password","chromium","Thu Jul 17 16:34:47 GMT 2025","passed","Thu Jul 17 16:34:49 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","2046","Login with password having SQL injection","chromium","Thu Jul 17 16:38:17 GMT 2025","passed","Thu Jul 17 16:38:19 GMT 2025","Verify the user login with SQL injection","e2e-login.spec.ts","",""
"","1851","Login with username having emojis","chromium","Thu Jul 17 16:41:49 GMT 2025","passed","Thu Jul 17 16:41:51 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","6327","Login with strong valid password","chromium","Thu Jul 17 16:41:42 GMT 2025","failed","Thu Jul 17 16:41:48 GMT 2025","Verify the password that meets all criteria perfectly","e2e-login.spec.ts","",""
"","1696","Login with an invalid username","chromium","Thu Jul 17 16:34:45 GMT 2025","passed","Thu Jul 17 16:34:47 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","30020","Cancel reset password","chromium","Thu Jul 17 16:40:57 GMT 2025","broken","Thu Jul 17 16:41:27 GMT 2025","Verify the password reset functionality","e2e-login.spec.ts","",""
"","1995","Login with valid username having special characters","chromium","Thu Jul 17 16:35:53 GMT 2025","passed","Thu Jul 17 16:35:55 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","2129","Login with password in Arabic","chromium","Thu Jul 17 16:38:13 GMT 2025","passed","Thu Jul 17 16:38:15 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","1884","Login with invalid username having special characters","chromium","Thu Jul 17 16:35:57 GMT 2025","passed","Thu Jul 17 16:35:59 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","2105","Login with password at max length","chromium","Thu Jul 17 16:36:28 GMT 2025","passed","Thu Jul 17 16:36:30 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","2149","Login with password in Chinese","chromium","Thu Jul 17 16:38:09 GMT 2025","passed","Thu Jul 17 16:38:11 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
