"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1909","Login with password having SQL injection","chromium","Fri Jul 18 18:02:37 GMT 2025","passed","Fri Jul 18 18:02:39 GMT 2025","Verify the user login with SQL injection","e2e-login.spec.ts","",""
"","1559","Login with username in Chinese","chromium","Fri Jul 18 18:02:28 GMT 2025","passed","Fri Jul 18 18:02:30 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","6285","Login with username having whitespace at the end","chromium","Fri Jul 18 18:00:36 GMT 2025","failed","Fri Jul 18 18:00:43 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","2009","Login with password having whitespace at the end","chromium","Fri Jul 18 18:00:45 GMT 2025","passed","Fri Jul 18 18:00:47 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1587","Login with username at max length","chromium","Fri Jul 18 18:00:49 GMT 2025","passed","Fri Jul 18 18:00:50 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1578","Login with valid username having special characters","chromium","Fri Jul 18 18:00:17 GMT 2025","passed","Fri Jul 18 18:00:19 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","2039","Login with mixed case password","chromium","Fri Jul 18 18:02:25 GMT 2025","passed","Fri Jul 18 18:02:27 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","6532","Employee exists","chromium","Fri Jul 18 18:03:51 GMT 2025","failed","Fri Jul 18 18:03:58 GMT 2025","Verify search employee","PIM/searchEmployee.e2e.spec.ts","",""
"","1506","Login with username having whitespace at the beginning","chromium","Fri Jul 18 18:00:43 GMT 2025","passed","Fri Jul 18 18:00:45 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1697","Login with username with first letter uppercase","chromium","Fri Jul 18 18:01:17 GMT 2025","passed","Fri Jul 18 18:01:19 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","2006","Login with password having emojis","chromium","Fri Jul 18 18:03:08 GMT 2025","passed","Fri Jul 18 18:03:10 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","1575","Login with valid password having special characters","chromium","Fri Jul 18 18:00:19 GMT 2025","passed","Fri Jul 18 18:00:21 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","6071","Login with password with first letter uppercase","chromium","Fri Jul 18 18:02:18 GMT 2025","failed","Fri Jul 18 18:02:24 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1362","Login with both username and password fields empty","chromium","Fri Jul 18 18:00:16 GMT 2025","passed","Fri Jul 18 18:00:17 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","6272","Login with username in lowercase","chromium","Fri Jul 18 18:01:55 GMT 2025","failed","Fri Jul 18 18:02:01 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1853","Login with valid credentials successfully","chromium","Fri Jul 18 18:00:05 GMT 2025","passed","Fri Jul 18 18:00:07 GMT 2025","Verify the user can login with valid account","e2e-login.spec.ts","",""
"","6256","Login with mixed case username","chromium","Fri Jul 18 18:01:33 GMT 2025","failed","Fri Jul 18 18:01:39 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1914","Login with password in Arabic","chromium","Fri Jul 18 18:02:33 GMT 2025","passed","Fri Jul 18 18:02:35 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","1814","Login with password at max length","chromium","Fri Jul 18 18:00:50 GMT 2025","passed","Fri Jul 18 18:00:52 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1548","Login with invalid username having special characters","chromium","Fri Jul 18 18:00:21 GMT 2025","passed","Fri Jul 18 18:00:22 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","3746","Multiple failed login attempts","chromium","Fri Jul 18 18:03:10 GMT 2025","passed","Fri Jul 18 18:03:14 GMT 2025","Verify the user login with multiple attempts","e2e-login.spec.ts","",""
"","1603","Login with password in lowercase","chromium","Fri Jul 18 18:02:27 GMT 2025","passed","Fri Jul 18 18:02:28 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1875","Login with password having XSS attack","chromium","Fri Jul 18 18:02:40 GMT 2025","passed","Fri Jul 18 18:02:42 GMT 2025","Verify the user login with XSS attack","e2e-login.spec.ts","",""
"","1497","Login with username having XSS attack","chromium","Fri Jul 18 18:02:39 GMT 2025","passed","Fri Jul 18 18:02:40 GMT 2025","Verify the user login with XSS attack","e2e-login.spec.ts","",""
"","1504","Login with an invalid username","chromium","Fri Jul 18 18:00:10 GMT 2025","passed","Fri Jul 18 18:00:12 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","1796","Login with password having whitespace at the beginning","chromium","Fri Jul 18 18:00:47 GMT 2025","passed","Fri Jul 18 18:00:49 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","6214","Login with username in uppercase","chromium","Fri Jul 18 18:01:10 GMT 2025","failed","Fri Jul 18 18:01:16 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1540","Login with username having SQL injection","chromium","Fri Jul 18 18:02:35 GMT 2025","passed","Fri Jul 18 18:02:37 GMT 2025","Verify the user login with SQL injection","e2e-login.spec.ts","",""
"","1666","Login with username having emojis","chromium","Fri Jul 18 18:03:06 GMT 2025","passed","Fri Jul 18 18:03:08 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","1697","Login with username at min length","chromium","Fri Jul 18 18:00:52 GMT 2025","passed","Fri Jul 18 18:00:54 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1992","Reset password with valid username","chromium","Fri Jul 18 18:02:42 GMT 2025","passed","Fri Jul 18 18:02:44 GMT 2025","Verify the password reset functionality","e2e-login.spec.ts","",""
"","2003","Login with password at min length","chromium","Fri Jul 18 18:00:54 GMT 2025","passed","Fri Jul 18 18:00:56 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","6511","Add new employee in OrangeHRM","chromium","Fri Jul 18 18:03:29 GMT 2025","failed","Fri Jul 18 18:03:35 GMT 2025","Verify adding new employee","PIM/addEmployee.e2e.spec.ts","",""
"","6144","Login with strong valid password","chromium","Fri Jul 18 18:02:59 GMT 2025","failed","Fri Jul 18 18:03:05 GMT 2025","Verify the password that meets all criteria perfectly","e2e-login.spec.ts","",""
"","6522","Employee does not exist","chromium","Fri Jul 18 18:04:14 GMT 2025","failed","Fri Jul 18 18:04:20 GMT 2025","Verify search employee","PIM/searchEmployee.e2e.spec.ts","",""
"","1757","Login with password in uppercase","chromium","Fri Jul 18 18:02:02 GMT 2025","passed","Fri Jul 18 18:02:03 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1839","Login with password in Chinese","chromium","Fri Jul 18 18:02:30 GMT 2025","passed","Fri Jul 18 18:02:32 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
