"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1152","TC-LOGIN-005: Login with empty password","chromium","Fri Jul 18 20:11:28 GMT 2025","passed","Fri Jul 18 20:11:29 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","1722","TC-LOGIN-009: Login with invalid username having special characters","chromium","Fri Jul 18 20:11:34 GMT 2025","passed","Fri Jul 18 20:11:35 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","2124","TC-LOGIN-013: Login with password having whitespace at the beginning","chromium","Fri Jul 18 20:12:01 GMT 2025","passed","Fri Jul 18 20:12:04 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1210","TC-LOGIN-006: Login with both username and password fields empty","chromium","Fri Jul 18 20:11:29 GMT 2025","passed","Fri Jul 18 20:11:30 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","2122","TC-LOGIN-012: Login with password having whitespace at the end","chromium","Fri Jul 18 20:11:59 GMT 2025","passed","Fri Jul 18 20:12:01 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1235","TC-LOGIN-004: Login with empty username","chromium","Fri Jul 18 20:11:26 GMT 2025","passed","Fri Jul 18 20:11:28 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","32126","TC-LOGIN-001: Login with valid credentials successfully","chromium","Fri Jul 18 20:10:49 GMT 2025","broken","Fri Jul 18 20:11:22 GMT 2025","Verify the user can login with valid account","e2e-login.spec.ts","",""
"","1766","TC-LOGIN-008: Login with valid password having special characters","chromium","Fri Jul 18 20:11:32 GMT 2025","passed","Fri Jul 18 20:11:34 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","1853","TC-LOGIN-011: Login with username having whitespace at the beginning","chromium","Fri Jul 18 20:11:57 GMT 2025","passed","Fri Jul 18 20:11:59 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1922","TC-LOGIN-014: Login with username at max length","chromium","Fri Jul 18 20:12:04 GMT 2025","passed","Fri Jul 18 20:12:06 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","6352","TC-LOGIN-010: Login with username having whitespace at the end","chromium","Fri Jul 18 20:11:50 GMT 2025","failed","Fri Jul 18 20:11:57 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","2052","TC-LOGIN-003: Login with an invalid password","chromium","Fri Jul 18 20:11:24 GMT 2025","passed","Fri Jul 18 20:11:26 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","2076","TC-LOGIN-002: Login with an invalid username","chromium","Fri Jul 18 20:11:22 GMT 2025","passed","Fri Jul 18 20:11:24 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","1678","TC-LOGIN-007: Login with valid username having special characters","chromium","Fri Jul 18 20:11:30 GMT 2025","passed","Fri Jul 18 20:11:32 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
