"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3409","TC_SEARCH_017: Verify search with an existing Supervisor name","chromium","Fri Jul 18 19:14:32 GMT 2025","passed","Fri Jul 18 19:14:35 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","8423","TC_SEARCH_014: Verify search with strings in the Employee ID field","chromium","Fri Jul 18 19:14:15 GMT 2025","failed","Fri Jul 18 19:14:24 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2127","TC-LOGIN-016: Login with username at min length","chromium","Fri Jul 18 19:08:33 GMT 2025","passed","Fri Jul 18 19:08:35 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","8448","TC_SEARCH_012: Verify search with an existing employee ID","chromium","Fri Jul 18 19:13:20 GMT 2025","failed","Fri Jul 18 19:13:28 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2518","TC-LOGIN-027: Login with password in Chinese","chromium","Fri Jul 18 19:10:19 GMT 2025","passed","Fri Jul 18 19:10:21 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","2364","TC-LOGIN-035: Cancel reset password","chromium","Fri Jul 18 19:10:38 GMT 2025","passed","Fri Jul 18 19:10:41 GMT 2025","Verify the password reset functionality","e2e-login.spec.ts","",""
"","2826","TC_SEARCH_008: Verify search with special characters","chromium","Fri Jul 18 19:11:44 GMT 2025","passed","Fri Jul 18 19:11:47 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","6549","TC-LOGIN-036: Login with strong valid password","chromium","Fri Jul 18 19:10:55 GMT 2025","failed","Fri Jul 18 19:11:02 GMT 2025","Verify the password that meets all criteria perfectly","e2e-login.spec.ts","",""
"","1595","TC-LOGIN-004: Login with empty username","chromium","Fri Jul 18 19:07:47 GMT 2025","passed","Fri Jul 18 19:07:48 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","2844","TC_SEARCH_001: Verify search with exact tab name","chromium","Fri Jul 18 19:11:24 GMT 2025","passed","Fri Jul 18 19:11:27 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","8405","TC_SEARCH_011: Verify search with a non-existing employee name","chromium","Fri Jul 18 19:12:52 GMT 2025","failed","Fri Jul 18 19:13:00 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2758","TC_SEARCH_009: Verify search with numbers","chromium","Fri Jul 18 19:11:47 GMT 2025","passed","Fri Jul 18 19:11:50 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","31326","TC_SEARCH_021: Verify search by Job Title","chromium","Fri Jul 18 19:17:05 GMT 2025","broken","Fri Jul 18 19:17:36 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","6570","TC-LOGIN-023: Login with password with first letter uppercase","chromium","Fri Jul 18 19:10:05 GMT 2025","failed","Fri Jul 18 19:10:11 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","2229","TC-LOGIN-025: Login with password in lowercase","chromium","Fri Jul 18 19:10:14 GMT 2025","passed","Fri Jul 18 19:10:17 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","3807","TC_SEARCH_022: Verify search by Sub Unit","chromium","Fri Jul 18 19:17:37 GMT 2025","passed","Fri Jul 18 19:17:41 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2927","TC-LOGIN-019: Login with username with first letter uppercase","chromium","Fri Jul 18 19:09:00 GMT 2025","passed","Fri Jul 18 19:09:03 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","6689","TC-LOGIN-020: Login with mixed case username","chromium","Fri Jul 18 19:09:18 GMT 2025","failed","Fri Jul 18 19:09:24 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","3828","TC_SEARCH_015: Verify search by Employment Status","chromium","Fri Jul 18 19:14:25 GMT 2025","passed","Fri Jul 18 19:14:28 GMT 2025","PIM Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
"","2816","TC_SEARCH_006: Verify search with mixed case","chromium","Fri Jul 18 19:11:38 GMT 2025","passed","Fri Jul 18 19:11:41 GMT 2025","Global Sidebar Search Functionality","PIM/searchEmployee.e2e.spec.ts","",""
